Automation,Automation_Area,Automation.Automation_Area,Enables the Automation tab in LiveEngage,FALSE,TRUE,"Automation,ProductionReady"
Automation,Bot_Connectors,Automation.Bot_Connectors,Enables Bot Connectors access from LiveEngage,FALSE,TRUE,"Automation,BotConnectors,ProductionReady"
FaaS,FaaS,FaaS.FaaS,Function as a Service for serverless computing,FALSE,FALSE,"FaaS,ProductionReady"
Common,LiveEngage_2_Migrating,Common.LiveEngage_2_Migrating,Indicate that site is migrating to LE2.0,FALSE,FALSE,"Migrating,LiveEngage,ProductionReady"
Common,LiveEngage_2_Unified_window,Common.LiveEngage_2_Unified_window,Indicate that site support embedded window,FALSE,FALSE,"Unified_window,LiveEngage,ProductionReady"
Common,Billing_CPI2,Common.Billing_CPI2,Indicate that billing system is CPI2,FALSE,FALSE,"CPI,LiveEngage,Billing,ProductionReady"
Shark,ComparisonGroupTaglets,Shark.ComparisonGroupTaglets,Comparison group taglets,FALSE,FALSE,"Shark,ComparisonGroup,Taglets,ProductionReady"
Common,ETLHadoop,Common.ETLHadoop,ETL system will look at this feature and will upload,FALSE,FALSE,"ETL,Hadoop,ProductionReady"
,,,data to hadoop to all sites that have a value 'on' in this feature,,,
Common,LiveEngage_2,Common.LiveEngage_2,Indicate that site version is LE 2.x and later,FALSE,FALSE,"Common,LE_2,ProductionReady"
LEUI,WebAnalytics,LEUI.WebAnalytics,Control if to track web analytics data on this account.,FALSE,FALSE,"LE,LEUI,ProductionReady"
,,,Using Google Analytics,,,
LEUI,ConnectionBar_Display,LEUI.ConnectionBar_Display,Control if to display or not the connection bar to the,FALSE,FALSE,"LE,Connection,LEUI,ProductionReady"
,,,user,,,
LPInsights,MRProcessExecution,LPInsights.MRProcessExecution,Map reduce process execution,FALSE,FALSE,"LPInsights,MRProcessExecution,ProductionReady"
Reports,leMstrAccess,Reports.leMstrAccess,LiveEngage Access to MicroStrategy,FALSE,FALSE,"Reports,link,display,MicroStrategy,access,MSTR,ProductionReady"
Reports,leDashboardAccess,Reports.leDashboardAccess,LiveEngage Access to Dashboards,FALSE,FALSE,"Reports,access,dashboard,ProductionReady"
Reports,leReportBuilderAccess,Reports.leReportBuilderAccess,LiveEngage Access to Report Builder,FALSE,FALSE,"Reports,link,display,MicroStrategy,access,MSTR,ProductionReady,ReportBuilder"
Reports,leReportBuilderNonLpa,Reports.leReportBuilderNonLpa,LiveEngage Access to Report Builder from non LPA user,FALSE,FALSE,"Reports,link,display,MicroStrategy,access,MSTR,ProductionReady,ReportBuilder"
Reports,leReportBuilderOpenProfile,Reports.leReportBuilderOpenProfile,LiveEngage open profiles for Report Builder,FALSE,FALSE,"Reports,link,display,MicroStrategy,access,MSTR,ProductionReady,ReportBuilder"
Reports,LiveEngage_2_EngagementHistory,Reports.LiveEngage_2_EngagementHistory,Engagement History for LE 2,FALSE,FALSE,"EngagementHistory,ProductionReady"
VisitorFeed,Query,VisitorFeed.Query,Indicate that Couchbase query enabled,FALSE,FALSE,"VisitorFeed,Query,ProductionReady"
Analytics,LiveEngage_2_SentimentAnalysis,Analytics.LiveEngage_2_SentimentAnalysis,Sentiment analysis,FALSE,FALSE,"SentimentAnalysis,ProductionReady"
Cobrowse,Cobrowse_Integration,Cobrowse.Cobrowse_Integration,Enable CoBrowsing Integration,FALSE,FALSE,"Cobrowse,ProductionReady"
Analytics,LiveEngage_2_HotTopics,Analytics.LiveEngage_2_HotTopics,Hot Topics,FALSE,FALSE,"HotTopics,ProductionReady"
Common,LiveEngage_2_Limit_Sticky_Size,Common.LiveEngage_2_Limit_Sticky_Size,Do not allow sticky sizes above 265*265,FALSE,FALSE,"EngagementStudio,LiveEngage,ProductionReady"
Common,LiveEngage_2_Offsite_Engagement,Common.LiveEngage_2_Offsite_Engagement,Do not allow sticky sizes above 265*265,FALSE,FALSE,"EngagementStudio,LiveEngage,OffsiteEngagement,ProductionReady"
InteractionPlatform,Interaction_Platform,InteractionPlatform.Interaction_Platform,Indicate that site is using interaction platform and has,FALSE,FALSE,"InteractionPlatform,LiveEngage,ProductionReady"
,,,a taglet that redirects to the IP domain,,,
Common,Async_Messaging,Common.Async_Messaging,Common.Async_Messaging,FALSE,FALSE,"Common,LiveEngage,Async_Messaging,ProductionReady"
Common,RichContent,Common.RichContent,Allow using Async messaging Rich Content message type,FALSE,TRUE,"Common,LiveEngage,Async_Messaging,ProductionReady"
UnifiedWindow,Block_CC_Patterns,UnifiedWindow.Block_CC_Patterns,block credit cards pattern in unified window.,FALSE,FALSE,"Unified_window,LiveEngage,ProductionReady"
Common,User_Management_AC_Users,Common.User_Management_AC_Users,Indicate that site is using AC Users,FALSE,FALSE,"UserManagement,AC_Users,ProductionReady"
Common,BlockSupportAccess,Common.BlockSupportAccess,Indicate that site is paying or trial and support,FALSE,FALSE,"BlockSupportAccess,LiveEngage,ProductionReady"
,,,blocked in UI,,,
Common,BlockAddingUsers,Common.BlockAddingUsers,Indicate that site blocked to create users in UI,FALSE,FALSE,"BlockAddingUsers,LiveEngage,ProductionReady"
Common,AgentGroups,Common.AgentGroups,Support for Agent Groups BackEnd and UI,FALSE,FALSE,"LiveEngage,Enterprise,ProductionReady"
Common,Authenticated_Chat,Common.Authenticated_Chat,Support for Authenticated Chat,FALSE,TRUE,"LiveEngage,Enterprise,ProductionReady"
Common,AgentPicture,Common.AgentPicture,Support for Agent picture,FALSE,FALSE,"LiveEngage,UserManagement,AC_Users,Enterprise,ProductionReady"
Common,Block_MSTR,Common.Block_MSTR,Indicate that site blocked for MSTR in UI,FALSE,FALSE,"Block_MSTR,LiveEngage,ProductionReady"
Common,Identification_Verification,Common.Identification_Verification,Identification and verification,FALSE,FALSE,"LiveEngage,LiveEngage,ProductionReady"
Common,Launchpad,Common.Launchpad,Enables Launchpad for this account,FALSE,FALSE,"Launchpad,ProductionReady"
Common,SecureForms_LE2,Common.SecureForms_LE2,Allow to use Secure Forms,FALSE,FALSE,"LiveEngage,SecureForms,ProductionReady"
Common,LiveEngage_2_MultipleChatCenterLoadBalancing,Common.LiveEngage_2_MultipleChatCenterLoadBalancing,Enable split of chat requests between,FALSE,FALSE,"LiveEngage,LoadBalancing,Routing,ProductionReady"
,,,multiple chat centers,,,
Common,LiveEngage_2_Site_Override,Common.LiveEngage_2_Site_Override,Enables overriding a (source) accountId with another,FALSE,FALSE,"override,site-override,siteOverride,side-by-side,SideBySide,SBS,ProductionReady"
,,,(target) accountId,,,
Common,LiveEngage_2_Unified_window_deployment,Common.LiveEngage_2_Unified_window_deployment,Release candidate of lpUnifiedWindow taglet,TRUE,FALSE,"Unified_window_deployment,LE2,LiveEngage,ProductionReady"
Common,VisitorFeed.PreFiltering,Common.VisitorFeed.PreFiltering,Filters the visitor list for each manager so he will,FALSE,FALSE,"ProductionReady,LE2,LiveEngage"
,,,only be able to see visitors in his domain,,,
Common,Unified_window_captcha,Common.Unified_window_captcha,Indicate that site require captcha,FALSE,FALSE,"Unified_window,LiveEngage,ProductionReady"
Common,LiveEngage_2_Chat_on_UMS,Common.LiveEngage_2_Chat_on_UMS,Use UMS API instead of Chat API on LiveEngage2 chat,FALSE,FALSE,"UMS,LiveEngage,ProductionReady"
,,,sessions,,,
Reports,EngagementHistory_PCI_Data_Display,Reports.EngagementHistory_PCI_Data_Display,Display PCI data in Engagement History,FALSE,FALSE,"EngagementHistory,PCI,ProductionReady"
Common,HtmlEngagementsBlockScripts,Common.HtmlEngagementsBlockScripts,Block writing scripts inside HTML code in an HTML,FALSE,TRUE,"HTMLEngagements,RemoveScripts,LiveEngage,LE2,ProductionReady"
,,,engagement,,,
Reports,LE_DataAccess,Reports.LE_DataAccess,Indicates LE DataAccess available for account,FALSE,FALSE,"LiveEngage,DataAccess,ProductionReady"
Common,LE_CKEditor_P_Tag,Common.LE_CKEditor_P_Tag,Using p tag wrapper instead of a div wrapper in the,FALSE,FALSE,"LiveEngage,ProductionReady"
,,,CKEditor,,,
Common,Api_key_management,Common.Api_key_management,allow Api Key Management Tab in UI,FALSE,FALSE,"LiveEngage,KeyManagement,ProductionReady"
Common,LiveEngage_2_ChatCenterLoadBalancing_Cascading,Common.LiveEngage_2_ChatCenterLoadBalancing_Cascading,Enable load balancing with chat centers priority layers. Also enable chat center selection by SLA check,FALSE,FALSE,"LiveEngage,LoadBalancing,Routing,Cascading,ProductionReady"
Common,LiveEngage_LOB_Support,Common.LiveEngage_LOB_Support,"Enable LOB management in LiveEngage, Exposes UI",FALSE,TRUE,"LiveEngage,LOB,ProductionReady"
LEUI,Tagging_By_LOB,LEUI.Tagging_By_LOB,Enable LOB tagging and filtering in LiveEngage (UI only),FALSE,FALSE,"LiveEngage,LOB,ProductionReady"
LEUI,MyAccount,LEUI.MyAccount,Enable MyAccount Page in LE UI,FALSE,FALSE,"LiveEngage,MyAccount,ProductionReady"
Common,Profiles,Common.Profiles,Permissions by profiles,FALSE,FALSE,"LiveEngage,Profiles,ProductionReady"
Common,LiveEngage_2_CrossDomainStorage,Common.LiveEngage_2_CrossDomainStorage,Enables cross-domain visitor support based on multiple brand domains,FALSE,FALSE,"crossdomain,securestorage,domainprotection,monitoreddomains,ProductionReady"
LEUI,AllowUsersModification,LEUI.AllowUsersModification,Indicates if users modification for give site can be done from LE UI,FALSE,FALSE,"LE,LEUI,ProductionReady"
PD,LiveEngage_2_SurveyMainSkillAvailability,PD.LiveEngage_2_SurveyMainSkillAvailability,Indicates that availability should be calculated according to engagement skill only and not survey skills,FALSE,FALSE,"ProductionReady,LE,LiveEngage,PD"
LEUI,LiveEngage_2_Messaging_EngagementHistory,LEUI.LiveEngage_2_Messaging_EngagementHistory,Messaging Engagement History for LE 2,FALSE,FALSE,"LE,LiveEngage,EngagementHistory,ProductionReady"
Common,LivePerson_Authentication_Method,Common.LivePerson_Authentication_Method,Supports LivePerson Authentication,FALSE,FALSE,"LiveEngage,Enterprise,ProductionReady"
LEUI,ConnectionBar_CaseManagement_Visible,LEUI.ConnectionBar_CaseManagement_Visible,Enable the MyCases Tab in the Connection Area,FALSE,FALSE,"Connection,ProductionReady"
LEUI,ConnectionBar_OpenCase_Visible,LEUI.ConnectionBar_OpenCase_Visible,"Enable the ""Open Case"" Button in the MyCases-Tab in the Connection Area.",FALSE,FALSE,"Connection,ProductionReady"
CoApp,CoApp_Integration,CoApp.CoApp_Integration,Enable CoApp Integration,FALSE,FALSE,"CoApp,ProductionReady"
LiveVideo,LiveVideo_Integration,LiveVideo.LiveVideo_Integration,Enable LiveVideo Integration,FALSE,FALSE,"LiveVideo,ProductionReady"
LiveVoice,LiveVoice_Integration,LiveVoice.LiveVoice_Integration,Enable LiveVoice Integration,FALSE,FALSE,"LiveVoice,ProductionReady"
Common,IpMasking,Common.IpMasking,Control masking of ip appearances. when ON ip will be shown as 0.0.0.0,FALSE,FALSE,"Common,IpMasking,LiveEngage,ProductionReady"
Common,RefreshButton,Common.RefreshButton,Control refresh engagement button. when ON new UI feature will be enabled to refresh engagement status,FALSE,FALSE,"Common,RefreshButton,LiveEngage,ProductionReady"
Common,AuditTrail,Common.AuditTrail,LiveEngage Configuration Audit Trail,FALSE,FALSE,"LiveEngage,Enterprise,ProductionReady"
Common,LPA_Profiles_Assignment,Common.LPA_Profiles_Assignment,LiveEngage assign profiles to LPAs,FALSE,FALSE,"LiveEngage,Enterprise,LPA,Login,ProductionReady"
LEUI,Messaging_Agent_List,LEUI.Messaging_Agent_List,LiveEngage Messaging Agent List,FALSE,FALSE,"LE,LiveEngage,Messaging,AgentList,ProductionReady"
LEUI,Messaging_Secure_Form,LEUI.Messaging_Secure_Form,LiveEngage Messaging Secure Form,FALSE,FALSE,"LE,LiveEngage,Messaging,SecureForm,productionReady"
Common,LiveEngage_2_Agent_Groups_Prioritization,Common.LiveEngage_2_Agent_Groups_Prioritization,Enable visitor routing according to agent group priorities,FALSE,FALSE,"LiveEngage,ACD,Routing,AgentGroup,Priority,ProductionReady"
Common,LiveEngage_2_ExpectedWaitTime_For_SystemMessages,Common.LiveEngage_2_ExpectedWaitTime_For_SystemMessages,"Enables calculations of expected wait time, queue length and place in queue dynamic text in system messages according to PD",FALSE,FALSE,"LiveEngage,SystemMessages,ExpectedWaitTime,EWT,PredictiveDialer,PD,ProductionReady"
Common,Messaging_Conversation_Sources,Common.Messaging_Conversation_Sources,Visibility of messaging conversation sources in LE UI Data Sources,FALSE,TRUE,"LiveEngage,Messaging,ConversationSources,DataSources,ProductionReady"
Common,Messaging_Conversation_Sources_Google,Common.Messaging_Conversation_Sources_Google,Visibility of google messaging conversation source in conversation sources,FALSE,FALSE,"LiveEngage,Messaging,ConversationSources,Google,DataSources,ProductionReady"
Common,Takeover_Conversation,Common.Takeover_Conversation,Allow taking over active conversations,FALSE,FALSE,"LiveEngage,Messaging,ProductionReady"
Common,AI_Assist_Widget,Common.AI_Assist_Widget,Toggle AI Assist Core Widget,FALSE,FALSE,"LiveEngage,Common,ProductionReady"
Common,User_type_bot,Common.User_type_bot,User of type BOT,FALSE,FALSE,"LiveEngage,Messaging,Bots,UserManagement,ProductionReady"
Common,Multiple_Agent_Status,Common.Multiple_Agent_Status,Ability to add reasons to agent status,FALSE,TRUE,"LiveEngage,AgentStatus,ProductionReady"
Common,API_User_Login,Common.API_User_Login,Ability to login to an API user,FALSE,FALSE,"LiveEngage,Login,ProductionReady"
Chat,Wrap_Up,Chat.Wrap_Up,Chat Wrap Up,FALSE,FALSE,"LiveEngage,Chat,ProductionReady"
Common,SLAPerSkill,Common.SLAPerSkill,SLA per skill,FALSE,TRUE,"LiveEngage,Messaging,ProductionReady"
Messaging,Auto_Messages,Messaging.Auto_Messages,Auto Messages for Messaging,FALSE,FALSE,"LiveEngage,Messaging,ProductionReady"
Messaging,Edit_Auto_Messages,Messaging.Edit_Auto_Messages,Allow editing of Auto Messages for Messaging,FALSE,TRUE,"LiveEngage,Messaging,ProductionReady"
Common,Account_Info,Common.Account_Info,Account info data to be placed at SiteSettings,FALSE,FALSE,"LiveEngage,ProductionReady"
Common,LiveChat_Queue_Priority,Common.LiveChat_Queue_Priority,Live chat engagement queue priority,FALSE,FALSE,"LiveEngage,Common,ProductionReady"
Messaging,Un_Auth_Messaging,Messaging.Un_Auth_Messaging,Allow unAuthenticated visitors to start messaging,FALSE,FALSE,"LiveEngage,Messaging,ProductionReady"
Reports,GenerateSecureFormToken,Reports.GenerateSecureFormToken,Enables secure form token generation,FALSE,FALSE,"LiveEngage,SecureForm,ProductionReady"
Common,AllConnections_PreFilteringBySkill,Common.AllConnections_PreFilteringBySkill,Enables PreFiltering unassigned conversations by relevant skills within MessagingHistory api,FALSE,TRUE,"LiveEngage,Messaging,ProductionReady"
Common,Messaging_Survey,Common.Messaging_Survey,Enable post conversation surveys for Messaging,FALSE,FALSE,"LiveEngage,Messaging,ProductionReady"
Common,StrictLogout,Common.StrictLogout,Flag for strict mode authentication,FALSE,FALSE,"Common,LE_2,ProductionReady"
LEUI,ConnectionBar_Notification_Visible,LEUI.ConnectionBar_Notification_Visible,Enable the Notification Tab in the Connection Area,FALSE,FALSE,"Connection,ProductionReady"
LEUI,Enforce_New_Agent_Workspace,LEUI.Enforce_New_Agent_Workspace,Enforce module Agent Workspace,FALSE,FALSE,"LiveEngage,ProductionReady"
LEUI,Block_New_Agent_Workspace,LEUI.Block_New_Agent_Workspace,Block module Agent Workspace,FALSE,FALSE,"LiveEngage,ProductionReady"
Common,IP_Restriction,Common.IP_Restriction,Enable IP Restriction for API key management,FALSE,FALSE,"LiveEngage,KeyManagement,ProductionReady"
Common,Historic_Data_Masking,Common.Historic_Data_Masking,Enable historic data masking feature,FALSE,TRUE,"Common,LiveEngage,Async_Messaging,ProductionReady"
Common,Historic_Data_Masking_Agent_Summary,Common.Historic_Data_Masking_Agent_Summary,Enable masking agent's summary[Historic_Data_Masking must be on],FALSE,TRUE,"Common,LiveEngage,Async_Messaging,ProductionReady"
Common,CreditCard_XL4D_Masking,Common.CreditCard_XL4D_Masking,Enable credit card masking except last 4 digit feature,FALSE,FALSE,"Common,LiveEngage,Async_Messaging,ProductionReady"
Messaging,AgentSetConsumerProfile,Messaging.AgentSetConsumerProfile,Allow an agent to set consumer's profile,FALSE,FALSE,"Common,LiveEngage,Async_Messaging,ProductionReady"
Shark,Consumer_Journey_Identity_Only_Support,Shark.Consumer_Journey_Identity_Only_Support,Enable consumer journey identity only support,FALSE,FALSE,"Shark,LiveEngage,ProductionReady"
Reports,leReportBuilderAnalytics,Reports.leReportBuilderAnalytics,LiveEngage open Analytics profile for Report Builder,FALSE,FALSE,"Reports,link,display,MicroStrategy,access,MSTR,ProductionReady,ReportBuilder"
Common,EncodedMetadata,Common.EncodedMetadata,Allow using api filed encodedMetadata in ums requests with base64 data,FALSE,FALSE,"Common,LiveEngage,Async_Messaging,ProductionReady"
Common,ContentProviderAccount,Common.ContentProviderAccount,Indicates this account is a content provider to other accounts,FALSE,FALSE,"Common,LiveEngage,ProductionReady"
Common,Messaging_Cross_Account_Contact_Center,Common.Messaging_Cross_Account_Contact_Center,Indicates this account is an Answering Contact Center,FALSE,FALSE,"Common,LiveEngage,ProductionReady,LEFA"
Common,Web_To_SMS_Eng,Common.Web_To_SMS_Eng,Enable creation of Web to SMS engagements,FALSE,FALSE,"Common,LiveEngage,ProductionReady,LEFA"
Messaging,Transfer_To_Agent,Messaging.Transfer_To_Agent,Controls whether or not to allow transfer-to-agent in messaging,FALSE,FALSE,"Messaging,LiveEngage,ProductionReady"
Messaging,ManagerWorkspace,Messaging.ManagerWorkspace,Manager Workspace Enabled,FALSE,TRUE,"LiveEngage,ProductionReady"
Messaging,New_agent_workspace,Messaging.New_agent_workspace,Agent Workspace Enabled,FALSE,TRUE,"LiveEngage,ProductionReady"
Messaging,Static_Load_Balancing,Messaging.Static_Load_Balancing,Whether or not to allow static load balancing for messaging,FALSE,FALSE,"Messaging,LiveEngage,ProductionReady"
Messaging,Agent_Photo_Sharing,Messaging.Agent_Photo_Sharing,Agent photo sharing enabled,FALSE,FALSE,"Messaging,LiveEngage,ProductionReady"
Messaging,Agent_File_Sharing,Messaging.Agent_File_Sharing,Agent file sharing enabled,FALSE,FALSE,"Messaging,LiveEngage,ProductionReady"
Messaging,Agent_File_Sharing_v2,Messaging.Agent_File_Sharing_v2,Agent file sharing enabled,FALSE,FALSE,"Messaging,LiveEngage,ProductionReady"
Messaging,AutoClosePerSkill,Messaging.AutoClosePerSkill,Allows configuring auto close delay per skill,FALSE,FALSE,"Messaging,LiveEngage,ProductionReady"
Messaging,FallbackSkillPerSkill,Messaging.FallbackSkillPerSkill,Allows configuring a fallback skill per skill,FALSE,FALSE,"Messaging,LiveEngage,ProductionReady"
Messaging,Smart_Suggestions,Messaging.Smart_Suggestions,Smart suggestions enabled,FALSE,FALSE,"Messaging,LiveEngage,ProductionReady"
Common,NLS_enabled,Common.NLS_enabled,Use new login service (NLS),FALSE,FALSE,"LiveEngage,Login,NLS,ProductionReady"
Common,Answering_Service,Common.Answering_Service,Indicates the account is provisioned for the Answering Service,FALSE,FALSE,"Common,LiveEngage,ProductionReady,LEFA"
Common,Data_API_Audit_log,Common.Data_API_Audit_log,Indicates the account is provisioned for viewing data api audit logs,FALSE,FALSE,"Common,LiveEngage,ProductionReady,LEFA"
Automation,Conversation_Builder,Automation.Conversation_Builder,Enables Conversation Builder access from Live Engage,FALSE,FALSE,"Automation,ConversationBuilder,ProductionReady"
Common,SMS_numbers_management,Common.SMS_numbers_management,Enable control provision SMS numbers functionality,FALSE,FALSE,"Common,LiveEngage,ProductionReady,LEFA"
Intelligence,portalAccess,Intelligence.portalAccess,Enables the Intelligence Portal product suite,FALSE,FALSE,"Intelligence,ProductionReady"
Analytics,Third_Party_Enabled,Analytics.Third_Party_Enabled,Enables sending analytic data to third parties such as Google,FALSE,FALSE,"Analytics,Google,ProductionReady,LEFA,Merkel,PCG"
Common,Dummy_Always_Off,Common.Dummy_Always_Off,Dummy always disabled,FALSE,FALSE,"LiveEngage,ProductionReady"
Common,Auto_Unassign,Common.Auto_Unassign,Enables Auto un-assigning participants from the conversation,FALSE,FALSE,"Common,LiveEngage,ProductionReady,LEFA"
Common,MTLS_enabled,Common.MTLS_enabled,Use Mutual TLS authentication (MTLS),FALSE,FALSE,"LiveEngage,MTLS,ProductionReady"
Intelligence,conversationEvaluationAccess,Intelligence.conversationEvaluationAccess,Enables the Intelligence Portal conversation evaluation feature,FALSE,FALSE,"Intelligence,ProductionReady"
Common,Data_Export_Explicit_Delimiter,Common.Data_Export_Explicit_Delimiter,Indicates the account is provisioned for explicit delimiter in time of csv file export,FALSE,FALSE,"Common,LiveEngage,ProductionReady,LEFA"
Messaging,Agent_Survey,Messaging.Agent_Survey,Enable Agent Surveys for Messaging,FALSE,TRUE,"LiveEngage,Messaging,ProductionReady"
Messaging,Availability_Web_Messaging,Messaging.Availability_Web_Messaging,Enable availability check from web messaging,FALSE,FALSE,"LiveEngage,Messaging,ProductionReady"
Messaging,AgentApp,Messaging.AgentApp,AgentApp Enabled,FALSE,FALSE,"App,AgentApp,LiveEngage,ProductionReady"
Messaging,AgentMasking,Messaging.AgentMasking,Transcripts masking for human agent,FALSE,FALSE,"LiveEngage,ProductionReady"
LEApps,QuickLaunchMenuButton,LEApps.QuickLaunchMenuButton,Quick Launch Menu Button Enabled,FALSE,TRUE,"LiveEngage,ProductionReady"
Automation,Watson,Automation.Watson,Enables watson access via fire API,FALSE,FALSE,"Automation,ConversationBuilder,ProductionReady"
Automation,Dialogflow,Automation.Dialogflow,Enables dialogflow access via fire API,FALSE,FALSE,"Automation,ConversationBuilder,ProductionReady"
Messaging,Conversation_Summary_Widget,Messaging.Conversation_Summary_Widget,Conversation Summary Widget enabled,FALSE,TRUE,"LiveEngage,Messaging,ProductionReady"
LEUI,Multi_Channel_Engagements,LEUI.Multi_Channel_Engagements,"Enables multi channel engagement settings, templates, and studio options",FALSE,FALSE,"multi,leui,channel,engagement,ProductionReady"
Intelligence,portalAccessLPAOnly,Intelligence.portalAccessLPAOnly,Prevents non-LPA users from accessing LiveIntent portal,FALSE,FALSE,"Intelligence,ProductionReady"
LEUI,EmailConnector,LEUI.EmailConnector,Show Email Connector in Conversation Sources if all other dependencies are there,FALSE,FALSE,"LEUI,CovnersationSources,EmailConnecto,ProductionReady"
SocialConnect,Enabled,SocialConnect.Enabled,Enable SocialConnect for this account,FALSE,FALSE,"SocialConnect,Messaging,ConversationSources,DataSources,ProductionReady"
